Number,Lat,Lon,Landcover_classification,Corrected_Peat_thickness_m,Measured_Carbon_density_Mg_ha
1502,-1.32415,25.67684,Savanna,0,NA
1503,-3.12712,25.16223,Savanna,0,NA
1504,-2.62418,25.39902,Savanna,0,NA
1505,-2.91174,25.45343,Savanna,0,NA
1506,-1.02067,24.73933,Non-peat forming forest,0,NA
1507,-1.42136,24.0719,Non-peat forming forest,0,NA
1508,-1.32589,25.55298,Savanna,0,NA
1509,-1.30508,25.52229,Non-peat forming forest,0,NA
1510,-1.32278,25.65736,Savanna,0,NA
1511,-3.15168,24.73264,Savanna,0,NA
1512,-0.37562,25.32689,Non-peat forming forest,0,NA
1513,-2.3623,25.65999,Savanna,0,NA
1514,-1.05916,25.6173,Savanna,0,NA
1515,-1.42027,25.29637,Non-peat forming forest,0,NA
1516,-0.4286,25.17283,Savanna,0,NA
1517,-1.35894,25.70023,Savanna,0,NA
1518,-1.9087,25.10547,Savanna,0,NA
1519,-2.79959,25.48626,Savanna,0,NA
1520,-2.59022,25.56339,Non-peat forming forest,0,NA
1521,-1.08675,24.80795,Non-peat forming forest,0,NA
1522,-2.61885,24.86339,Savanna,0,NA
1523,-1.06893,24.24145,Savanna,0,NA
1524,-3.02988,25.53797,Savanna,0,NA
1525,-0.86385,24.5734,Non-peat forming forest,0,NA
1526,-2.99853,25.61244,Savanna,0,NA
1527,-2.43121,25.67782,Non-peat forming forest,0,NA
1528,-2.53609,25.3261,Savanna,0,NA
1529,-2.32976,25.69597,Savanna,0,NA
1530,-3.0643,25.50654,Savanna,0,NA
1531,-0.5072,24.22713,Savanna,0,NA
1532,-2.58188,24.92211,Savanna,0,NA
1533,-1.02532,24.35876,Savanna,0,NA
1534,-0.98295,24.31141,Non-peat forming forest,0,NA
1535,-0.95299,24.27598,Non-peat forming forest,0,NA
1536,-3.14514,25.34344,Savanna,0,NA
1537,-0.79824,24.21496,Savanna,0,NA
1538,-2.82634,25.4835,Savanna,0,NA
1539,-2.10069,25.71163,Savanna,0,NA
1540,-2.56151,25.00454,Savanna,0,NA
1541,-0.55408,24.92265,Savanna,0,NA
1542,-2.63088,24.83907,Savanna,0,NA
1543,-3.17701,24.7712,Savanna,0,NA
1544,-0.66292,24.21374,Savanna,0,NA
1545,-1.27627,25.32753,Savanna,0,NA
1546,-3.14123,25.32093,Savanna,0,NA
1547,-3.01145,25.07888,Savanna,0,NA
1548,-3.1485,25.37475,Savanna,0,NA
1549,-1.34615,25.49072,Non-peat forming forest,0,NA
1550,-0.66834,25.30151,Savanna,0,NA
1551,-0.63004,25.17084,Savanna,0,NA
1552,-2.38939,25.66812,Savanna,0,NA
1553,-0.35909,25.43253,Savanna,0,NA
1554,-1.04374,24.75123,Non-peat forming forest,0,NA
1555,-2.71733,25.53905,Savanna,0,NA
1556,-2.56481,25.66701,Non-peat forming forest,0,NA
1557,-2.05226,25.11552,Non-peat forming forest,0,NA
1558,-2.78929,24.71205,Savanna,0,NA
1559,-2.44332,25.68259,Savanna,0,NA
1560,-1.89385,24.22822,Savanna,0,NA
1561,-2.05537,25.10062,Savanna,0,NA
1562,-0.43933,25.03435,Savanna,0,NA
1563,-0.65877,24.83577,Savanna,0,NA
1564,-1.82533,24.22123,Savanna,0,NA
1565,-2.05284,25.0917,Non-peat forming forest,0,NA
1566,-2.11652,25.62604,Savanna,0,NA
1567,-3.00894,25.4825,Savanna,0,NA
1568,-1.4207,25.4104,Non-peat forming forest,0,NA
1569,-2.1799,25.64698,Savanna,0,NA
1570,-3.00478,25.54039,Savanna,0,NA
1571,-2.72646,24.72281,Savanna,0,NA
1572,-3.00076,25.546,Non-peat forming forest,0,NA
1573,-2.90926,24.82802,Savanna,0,NA
1574,-2.19988,25.65045,Savanna,0,NA
1575,-2.28333,25.65,Non-peat forming forest,0,NA
1576,-2.31667,25.65,Non-peat forming forest,0,NA
1577,-3.13333,25.3,Non-peat forming forest,0,NA
1578,-2.53333,25.7,Savanna,0,NA
1579,-2.01667,25.51667,Non-peat forming forest,0,NA
1580,-2.08333,25.55,Non-peat forming forest,0,NA
1581,-2.55,25.68333,Savanna,0,NA
1582,-2.1,25.6,Non-peat forming forest,0,NA
1583,-2.51667,25.7,Savanna,0,NA
1584,-2.38333,25.66667,Non-peat forming forest,0,NA
1585,-2.35,25.65,Non-peat forming forest,0,NA
1586,-3.1,25.26667,Savanna,0,NA
1587,-2.56667,25.71667,Non-peat forming forest,0,NA
1588,-3.08333,25.23333,Savanna,0,NA
1589,-2.9,25.45,Savanna,0,NA
1590,-2.96667,25.4,Non-peat forming forest,0,NA
1591,-2.2,25.65,Non-peat forming forest,0,NA
1592,0.23378,25.21067,Non-peat forming forest,0,NA
1593,0.23289,25.21156,Non-peat forming forest,0,NA
1594,0.30178,25.27956,Non-peat forming forest,0,NA
1595,0.28711,25.28089,Non-peat forming forest,0,NA
1596,0.30533,25.28578,Non-peat forming forest,0,NA
1597,0.304,25.28622,Non-peat forming forest,0,NA
1598,0.29822,25.292,Non-peat forming forest,0,NA
1599,0.28844,25.29378,Non-peat forming forest,0,NA
1600,0.3,25.29467,Non-peat forming forest,0,NA
1601,0.30533,25.29644,Non-peat forming forest,0,NA
1602,-2.86311,19.36267,Non-peat forming forest,0,NA
1603,-0.81956,19.78622,Non-peat forming forest,0,NA
1604,-1.71111,20.53733,Non-peat forming forest,0,NA
1605,-1.70444,20.53733,Non-peat forming forest,0,NA
1606,-1.69911,20.53733,Non-peat forming forest,0,NA
1607,-1.71067,20.54356,Non-peat forming forest,0,NA
1608,-1.704,20.54356,Non-peat forming forest,0,NA
1609,-1.69778,20.54356,Non-peat forming forest,0,NA
1610,-1.71067,20.54444,Non-peat forming forest,0,NA
1611,-1.704,20.54978,Non-peat forming forest,0,NA
1612,-1.69733,20.54978,Non-peat forming forest,0,NA
1613,-1.70978,20.55022,Non-peat forming forest,0,NA
1614,-1.712,20.55378,Hardwood peat swamp forest,NA,NA
1615,-1.71289,20.55556,Hardwood peat swamp forest,NA,NA
1616,-1.69244,20.57244,Non-peat forming forest,0,NA
1617,-1.69067,20.57778,Non-peat forming forest,0,NA
1618,1.58,20.60622,Non-peat forming forest,0,NA
1619,1.58089,20.60711,Non-peat forming forest,0,NA
1620,-1.80933,20.68533,Non-peat forming forest,0,NA
1621,-1.80667,20.68667,Non-peat forming forest,0,NA
1622,-1.80622,20.68711,Non-peat forming forest,0,NA
1623,-1.80489,20.68889,Hardwood peat swamp forest,NA,NA
1624,-1.80356,20.69022,Hardwood peat swamp forest,NA,NA
1625,-1.80222,20.692,Hardwood peat swamp forest,NA,NA
1626,2.57289,22.24133,Non-peat forming forest,0,NA
1627,2.57289,22.24267,Non-peat forming forest,0,NA
1628,2.724,22.27467,Non-peat forming forest,0,NA
1629,2.72356,22.276,Non-peat forming forest,0,NA
1630,2.77467,22.33511,Non-peat forming forest,0,NA
1631,2.77378,22.336,Non-peat forming forest,0,NA
1632,2.62444,22.35644,Non-peat forming forest,0,NA
1633,2.62311,22.35733,Non-peat forming forest,0,NA
1634,1.24489,22.636,Non-peat forming forest,0,NA
1635,1.24578,22.63778,Non-peat forming forest,0,NA
1636,1.39822,22.64311,Non-peat forming forest,0,NA
1637,1.39778,22.64444,Non-peat forming forest,0,NA
1638,1.30489,22.71867,Non-peat forming forest,0,NA
1639,1.304,22.72,Non-peat forming forest,0,NA
1640,1.37289,22.80222,Non-peat forming forest,0,NA
1641,1.37333,22.80356,Non-peat forming forest,0,NA
1642,2.98489,23.216,Non-peat forming forest,0,NA
1643,2.98444,23.21733,Non-peat forming forest,0,NA
1644,3.02444,23.25378,Non-peat forming forest,0,NA
1645,3.02356,23.25511,Non-peat forming forest,0,NA
1646,2.97467,23.292,Non-peat forming forest,0,NA
1647,2.97333,23.29289,Non-peat forming forest,0,NA
1648,3.08844,23.35067,Non-peat forming forest,0,NA
1649,3.088,23.35156,Non-peat forming forest,0,NA
1650,2.74489,23.64,Non-peat forming forest,0,NA
1651,2.74489,23.64133,Non-peat forming forest,0,NA
1652,2.57867,23.66578,Non-peat forming forest,0,NA
1653,2.57956,23.66711,Non-peat forming forest,0,NA
1654,2.65467,23.67822,Non-peat forming forest,0,NA
1655,2.65556,23.67867,Non-peat forming forest,0,NA
1656,2.68267,23.69156,Non-peat forming forest,0,NA
1657,2.68178,23.69289,Non-peat forming forest,0,NA
1658,2.65244,23.69956,Non-peat forming forest,0,NA
1659,2.65156,23.70044,Non-peat forming forest,0,NA
1660,2.67111,23.79689,Non-peat forming forest,0,NA
1661,2.672,23.79822,Non-peat forming forest,0,NA
1662,0.45378,23.84133,Non-peat forming forest,0,NA
1663,0.45511,23.84222,Non-peat forming forest,0,NA
1664,2.19511,24.42311,Non-peat forming forest,0,NA
1665,2.19556,24.42444,Non-peat forming forest,0,NA
1666,2.32978,24.49289,Non-peat forming forest,0,NA
1667,2.32978,24.49422,Non-peat forming forest,0,NA
1668,2.29511,24.50267,Non-peat forming forest,0,NA
1669,2.22222,24.50356,Non-peat forming forest,0,NA
1670,2.296,24.50356,Non-peat forming forest,0,NA
1671,2.22311,24.50444,Non-peat forming forest,0,NA
1672,0.19067,25.34978,Non-peat forming forest,0,NA
1673,0.19156,25.35067,Non-peat forming forest,0,NA
1674,0.936,24.33556,Non-peat forming forest,0,NA
1675,0.93733,24.33644,Non-peat forming forest,0,NA
1676,0.896,24.37689,Non-peat forming forest,0,NA
1677,0.89689,24.37822,Non-peat forming forest,0,NA
1678,0.84667,24.38178,Non-peat forming forest,0,NA
1679,0.87156,24.41067,Non-peat forming forest,0,NA
1680,0.77244,24.44756,Non-peat forming forest,0,NA
1681,0.78089,24.48533,Non-peat forming forest,0,NA
1682,0.80356,24.49022,Non-peat forming forest,0,NA
1683,0.81333,24.492,Non-peat forming forest,0,NA
1684,0.83467,24.52489,Non-peat forming forest,0,NA
1685,0.83556,24.52578,Non-peat forming forest,0,NA
1686,0.99689,24.54533,Non-peat forming forest,0,NA
1687,1.91667,15.78333,Non-peat forming forest,0,NA
1688,1.73136,16.1352,Non-peat forming forest,0,NA
1689,2.0289,15.2525,Non-peat forming forest,0,NA
1690,1.85235,15.82528,Non-peat forming forest,0,NA
1691,1.9333,15.3333,Non-peat forming forest,0,NA
1692,2.06,15.48,Non-peat forming forest,0,NA
1693,0.6567,25.16064,Savanna,0,NA
1694,1.3028,23.81738,Savanna,0,NA
1695,0.64945,24.23044,Savanna,0,NA
1696,2.0501,22.8649,Savanna,0,NA
1697,0.80317,24.29433,Savanna,0,NA
1698,0.76755,24.43973,Savanna,0,NA
1699,0.72554,24.2184,Savanna,0,NA
1700,0.28,25.32,Non-peat forming forest,0,NA
1701,-0.3053,21.13059,Savanna,0,NA
1702,-0.52734,21.78508,Non-peat forming forest,0,NA
1703,-0.26545,19.62842,Non-peat forming forest,0,NA
1704,-0.54428,22.01093,Non-peat forming forest,0,NA
1705,0.00847,18.31308,Savanna,0,NA
1706,-1.29014,20.37105,Non-peat forming forest,0,NA
1707,-0.14634,18.80102,Savanna,0,NA
1708,0.72905,20.73573,Savanna,0,NA
1709,1.22705,19.80294,Savanna,0,NA
1710,0.55494,20.931,Non-peat forming forest,0,NA
1711,-0.98138,19.40391,Non-peat forming forest,0,NA
1712,0.1666,22.39941,Savanna,0,NA
1713,0.29968,21.16504,Non-peat forming forest,0,NA
1714,-1.8376,20.77005,Non-peat forming forest,0,NA
1715,-0.43,19.16106,Savanna,0,NA
1716,-0.25366,18.88671,Non-peat forming forest,0,NA
1717,-1.23634,20.36541,Non-peat forming forest,0,NA
1718,-0.19839,19.98008,Savanna,0,NA
1719,-0.73696,18.12662,Savanna,0,NA
1720,-1.9141,20.88325,Non-peat forming forest,0,NA
1721,-0.1089,17.72225,Non-peat forming forest,0,NA
1722,1.44115,18.04289,Savanna,0,NA
1723,-0.27818,20.87888,Savanna,0,NA
1724,-1.10633,19.9609,Non-peat forming forest,0,NA
1725,-0.53009,19.8389,Non-peat forming forest,0,NA
1726,-0.34953,20.7795,Non-peat forming forest,0,NA
1727,-0.56405,19.80445,Non-peat forming forest,0,NA
1728,-0.85905,22.88476,Non-peat forming forest,0,NA
1729,-0.09939,18.59212,Non-peat forming forest,0,NA
1730,-0.21579,18.8508,Savanna,0,NA
1731,-0.73396,22.53428,Non-peat forming forest,0,NA
1732,-0.73293,22.56314,Non-peat forming forest,0,NA
1733,-0.31247,18.64359,Non-peat forming forest,0,NA
1734,-0.74775,19.84003,Non-peat forming forest,0,NA
1735,-0.21431,20.20614,Savanna,0,NA
1736,-0.1139,18.69836,Savanna,0,NA
1737,-0.61601,22.30746,Savanna,0,NA
1738,-0.61843,22.35147,Non-peat forming forest,0,NA
1739,0.10277,17.7805,Non-peat forming forest,0,NA
1740,-0.73773,19.58308,Non-peat forming forest,0,NA
1741,-1.00885,19.9601,Savanna,0,NA
1742,0.34907,19.22824,Savanna,0,NA
1743,0.77326,18.51448,Savanna,0,NA
1744,0.67783,17.88229,Savanna,0,NA
1745,-1.21374,19.75568,Non-peat forming forest,0,NA
1746,0.43,19.59006,Non-peat forming forest,0,NA
1747,0.9155,20.4723,Non-peat forming forest,0,NA
1748,0.45956,20.97092,Non-peat forming forest,0,NA
1749,-0.5928,19.78536,Non-peat forming forest,0,NA
1750,-0.79004,19.39585,Non-peat forming forest,0,NA
1751,0.23866,18.34245,Savanna,0,NA
1752,-0.77969,22.75498,Savanna,0,NA
1753,-0.98333,18.7,Non-peat forming forest,0,NA
1754,1.50712,21.07295,Savanna,0,NA
1755,0.95727,18.75471,Savanna,0,NA
1756,-0.9919,20.27573,Non-peat forming forest,0,NA
1757,-0.83963,19.84677,Non-peat forming forest,0,NA
1758,1.09655,20.07695,Non-peat forming forest,0,NA
1759,1.26932,19.5502,Non-peat forming forest,0,NA
1760,-0.36745,20.70779,Non-peat forming forest,0,NA
1761,1.13055,19.2096,Savanna,0,NA
1762,1.13974,19.26134,Non-peat forming forest,0,NA
1763,1.1483,19.19026,Savanna,0,NA
1764,1.44666,20.65036,Non-peat forming forest,0,NA
1765,-0.39593,19.10607,Non-peat forming forest,0,NA
1766,-0.26839,18.90587,Non-peat forming forest,0,NA
1767,-0.64154,17.7029,Savanna,0,NA
1768,0.05465,18.33258,Savanna,0,NA
1769,1.33159,20.34182,Non-peat forming forest,0,NA
1770,0.37859,18.87886,Savanna,0,NA
1771,1.08993,17.89866,Non-peat forming forest,0,NA
1772,-0.37749,17.72045,Non-peat forming forest,0,NA
1773,-0.36105,20.61294,Non-peat forming forest,0,NA
1774,1.34994,20.38486,Savanna,0,NA
1775,-0.56358,20.01008,Non-peat forming forest,0,NA
1776,-0.62436,20.06787,Non-peat forming forest,0,NA
1777,1.42934,18.03115,Non-peat forming forest,0,NA
1778,-0.27291,20.86361,Non-peat forming forest,0,NA
1779,-0.23243,21.23901,Savanna,0,NA
1780,-0.6498,20.08642,Non-peat forming forest,0,NA
1781,2.09385,22.67221,Savanna,0,NA
1782,-0.44254,21.55215,Non-peat forming forest,0,NA
1783,-0.48962,19.9766,Non-peat forming forest,0,NA
1784,-0.70407,17.58041,Savanna,0,NA
1785,0.29927,18.56807,Savanna,0,NA
1786,-0.5658,21.88509,Non-peat forming forest,0,NA
1787,-0.52534,19.42586,Savanna,0,NA
1788,0.97518,20.33892,Non-peat forming forest,0,NA
1789,-2.0312,21.04164,Non-peat forming forest,0,NA
1790,-0.35732,20.57736,Savanna,0,NA
1791,-0.12174,18.78147,Savanna,0,NA
1792,-0.12588,18.13318,Savanna,0,NA
1793,-0.76816,19.83499,Savanna,0,NA
1794,-1.20997,23.76779,Non-peat forming forest,0,NA
1795,-0.10702,18.64618,Savanna,0,NA
1796,0.28409,17.89789,Savanna,0,NA
1797,0.98202,18.79488,Savanna,0,NA
1798,-0.25746,21.09184,Non-peat forming forest,0,NA
1799,-0.82191,19.78849,Savanna,0,NA
1800,-0.01551,18.21048,Savanna,0,NA
1801,1.01765,18.85468,Savanna,0,NA
1802,-0.30969,18.96854,Savanna,0,NA
1803,0.79293,18.54952,Non-peat forming forest,0,NA
1804,-0.21104,20.26355,Non-peat forming forest,0,NA
1805,1.5037,20.95973,Non-peat forming forest,0,NA
1806,-0.24097,19.75228,Non-peat forming forest,0,NA
1807,1.02445,20.22412,Non-peat forming forest,0,NA
1808,-0.60514,17.76809,Savanna,0,NA
1809,-0.66874,20.17268,Non-peat forming forest,0,NA
1810,-0.36577,21.4832,Non-peat forming forest,0,NA
1811,-0.17015,18.81545,Non-peat forming forest,0,NA
1812,0.2637,18.30407,Non-peat forming forest,0,NA
1813,0.31172,18.62434,Savanna,0,NA
1814,-1.00433,20.29344,Non-peat forming forest,0,NA
1815,-0.03479,18.18601,Savanna,0,NA
1816,-0.31164,21.26231,Non-peat forming forest,0,NA
1817,0.16239,18.3484,Savanna,0,NA
1818,1.31303,20.15325,Non-peat forming forest,0,NA
1819,0.14923,21.53725,Savanna,0,NA
1820,0.13673,21.30194,Non-peat forming forest,0,NA
1821,-1.15507,23.54013,Savanna,0,NA
1822,-0.21314,19.37138,Non-peat forming forest,0,NA
1823,-0.61694,19.80206,Non-peat forming forest,0,NA
1824,0.09864,22.10606,Non-peat forming forest,0,NA
1825,2.15008,21.51668,Savanna,0,NA
1826,-0.3427,20.32304,Non-peat forming forest,0,NA
1827,0.32034,17.94561,Non-peat forming forest,0,NA
1828,2.2,21.4,Savanna,0,NA
1829,-0.66782,19.48362,Savanna,0,NA
1830,0.08761,21.83147,Non-peat forming forest,0,NA
1831,0.35134,19.04137,Non-peat forming forest,0,NA
1832,-1.0081,23.20594,Non-peat forming forest,0,NA
1833,-1.23253,19.80685,Non-peat forming forest,0,NA
1834,-0.80477,19.81565,Savanna,0,NA
1835,-0.24771,18.88138,Savanna,0,NA
1836,-0.24729,19.18099,Savanna,0,NA
1837,1.1078,19.09314,Savanna,0,NA
1838,-0.29155,19.87207,Non-peat forming forest,0,NA
1839,-0.46778,19.38032,Savanna,0,NA
1840,-1.06219,17.17559,Savanna,0,NA
1841,-0.9227,19.96398,Non-peat forming forest,0,NA
1842,-1.06902,17.25701,Savanna,0,NA
1843,0.24856,18.39671,Savanna,0,NA
1844,1.33491,20.23398,Non-peat forming forest,0,NA
1845,-0.41596,19.31477,Savanna,0,NA
1846,0.06028,18.25649,Savanna,0,NA
1847,0.63715,18.38375,Savanna,0,NA
1848,1.14207,20.01235,Non-peat forming forest,0,NA
1849,-1.15312,20.31086,Non-peat forming forest,0,NA
1850,0.36592,19.26555,Non-peat forming forest,0,NA
1851,-0.21102,20.05377,Savanna,0,NA
1852,-1.74556,20.68473,Savanna,0,NA
1853,0.30357,18.53635,Savanna,0,NA
1854,-0.14333,18.56984,Savanna,0,NA
1855,0.07829,22.06517,Non-peat forming forest,0,NA
1856,-0.81107,19.69613,Non-peat forming forest,0,NA
1857,0.32076,18.77889,Non-peat forming forest,0,NA
1858,1.66502,18.09224,Savanna,0,NA
1859,-0.33177,20.64397,Savanna,0,NA
1860,0.11808,21.38565,Non-peat forming forest,0,NA
1861,-0.78207,19.62237,Savanna,0,NA
1862,-0.77024,19.62216,Non-peat forming forest,0,NA
1863,-1.99172,20.97292,Non-peat forming forest,0,NA
1864,-0.1042,18.67459,Non-peat forming forest,0,NA
1865,1.03921,18.86108,Savanna,0,NA
1866,-0.51196,21.75244,Non-peat forming forest,0,NA
1867,2.17437,21.59427,Savanna,0,NA
1868,-0.10571,18.62317,Savanna,0,NA
1869,-0.36537,20.51822,Savanna,0,NA
1870,-0.39538,20.01139,Non-peat forming forest,0,NA
1871,0.40731,19.56405,Non-peat forming forest,0,NA
1872,-0.35195,19.01195,Savanna,0,NA
1873,-1.7101,20.55,Non-peat forming forest,0,NA
1874,-1.03331,17.33479,Savanna,0,NA
1875,0.05086,22.00653,Non-peat forming forest,0,NA
1876,-0.56859,21.91913,Non-peat forming forest,0,NA
1877,-1.35482,20.37878,Non-peat forming forest,0,NA
1878,-0.93895,20.19015,Non-peat forming forest,0,NA
1879,1.00346,20.21124,Savanna,0,NA
1880,-0.47971,21.63584,Savanna,0,NA
1881,-0.59831,22.26646,Non-peat forming forest,0,NA
1882,-1.03457,23.27744,Non-peat forming forest,0,NA
1883,-1.17581,20.3401,Non-peat forming forest,0,NA
1884,0.16454,22.34293,Savanna,0,NA
1885,-1.33333,15.53333,Non-peat forming forest,0,NA
1886,-1.83333,15.83333,Non-peat forming forest,0,NA
1887,-1.71667,15.91667,Savanna,0,NA
1888,-1.26556,15.46306,Savanna,0,NA
1889,-1.35,15.2,Non-peat forming forest,0,NA
1890,2.72187,18.40475,Savanna,0,NA
1891,3.0049,18.69047,Savanna,0,NA
1892,2.11641,18.1051,Savanna,0,NA
1893,2.37,16.14,Non-peat forming forest,0,NA
1894,2.80619,18.52371,Savanna,0,NA
1895,2.88815,18.49567,Non-peat forming forest,0,NA
1896,2.94,16.35,Non-peat forming forest,0,NA
1897,3.2445,18.64865,Savanna,0,NA
1898,2.35,16.15,Non-peat forming forest,0,NA
1899,3.16192,18.63726,Savanna,0,NA
1900,2.47,16.32,Non-peat forming forest,0,NA
1901,-4.98748,19.59386,Savanna,0,NA
1902,-4.99654,19.60143,Savanna,0,NA
1903,2.2,16.51,Non-peat forming forest,0,NA
1904,2.20308,16.18543,Savanna,0,NA
1905,2.21,16.53,Non-peat forming forest,0,NA
1906,-1.05235,16.9171,Savanna,0,NA
1907,0.08167,17.48272,Savanna,0,NA
1908,-0.00679,17.43206,Savanna,0,NA
1909,0.20197,17.12944,Non-peat forming forest,0,NA
1910,0.09949,17.47815,Savanna,0,NA
1911,-0.80556,17.22193,Savanna,0,NA
1912,2.18925,16.08439,Non-peat forming forest,0,NA
1913,-0.40079,17.16628,Savanna,0,NA
1914,-1.11712,16.87326,Savanna,0,NA
1915,1.92518,15.67283,Non-peat forming forest,0,NA
1916,-0.55249,17.36548,Non-peat forming forest,0,NA
1917,-1.02762,15.35872,Savanna,0,NA
1918,-0.83525,17.19986,Non-peat forming forest,0,NA
1919,1.6575,16.43556,Non-peat forming forest,0,NA
1920,3.13808,17.50324,Non-peat forming forest,0,NA
1921,0.28974,17.39433,Savanna,0,NA
1922,1.35392,17.44809,Savanna,0,NA
1923,2.0766,16.08296,Non-peat forming forest,0,NA
1924,2.32,16.34,Non-peat forming forest,0,NA
1925,1.222,16.838,Non-peat forming forest,0,NA
1926,1.22717,16.50482,Savanna,0,NA
1927,1.20787,16.76744,Non-peat forming forest,0,NA
1928,-0.45437,17.43441,Non-peat forming forest,0,NA
1929,0.19657,17.10747,Non-peat forming forest,0,NA
1930,0.69764,16.59047,Non-peat forming forest,0,NA
1931,1.20917,17.41307,Savanna,0,NA
1932,1.05693,17.30659,Savanna,0,NA
1933,2.03056,16.08194,Non-peat forming forest,0,NA
1934,1.45,17.06667,Non-peat forming forest,0,NA
1935,1.78278,16.14681,Non-peat forming forest,0,NA
1936,0.76502,15.36163,Non-peat forming forest,0,NA
1937,1.88096,16.11238,Non-peat forming forest,0,NA
1938,-0.34355,17.13467,Non-peat forming forest,0,NA
1939,-0.04831,17.40679,Savanna,0,NA
1940,0.81782,17.0903,Savanna,0,NA
1941,1.05278,15.69167,Non-peat forming forest,0,NA
1942,-0.10919,17.13091,Savanna,0,NA
1943,-0.09684,17.41701,Savanna,0,NA
1944,3.04333,17.30417,Non-peat forming forest,0,NA
1945,2.63575,17.18259,Savanna,0,NA
1946,2.64,16.66,Non-peat forming forest,0,NA
1947,0.35156,15.43854,Non-peat forming forest,0,NA
1948,1.11692,16.5227,Non-peat forming forest,0,NA
1949,1.28164,16.43128,Non-peat forming forest,0,NA
1950,2.25,16.4,Non-peat forming forest,0,NA
1951,2.44,16.46,Non-peat forming forest,0,NA
1952,2.59,16.5,Non-peat forming forest,0,NA
1953,-0.40665,17.35925,Savanna,0,NA
1954,0.29166,17.04676,Non-peat forming forest,0,NA
1955,1.87056,16.6184,Savanna,0,NA
1956,0.94565,16.5379,Non-peat forming forest,0,NA
1957,2.35,16.28,Non-peat forming forest,0,NA
1958,2.69,16.78,Non-peat forming forest,0,NA
1959,-0.68442,17.17458,Savanna,0,NA
1960,1.213,16.44739,Non-peat forming forest,0,NA
1961,0.66054,17.16661,Savanna,0,NA
1962,0.24528,17.45414,Savanna,0,NA
1963,2.71,16.93,Non-peat forming forest,0,NA
1964,1.2276,16.46774,Non-peat forming forest,0,NA
1965,1.16261,17.35695,Non-peat forming forest,0,NA
1966,2.14784,16.26298,Non-peat forming forest,0,NA
1967,1.95761,15.55003,Non-peat forming forest,0,NA
1968,1.76235,15.99786,Non-peat forming forest,0,NA
1969,1.43333,16.15444,Non-peat forming forest,0,NA
1970,-0.84951,17.19242,Non-peat forming forest,0,NA
1971,0.36855,16.98774,Non-peat forming forest,0,NA
1972,1.91186,15.72812,Non-peat forming forest,0,NA
1973,1.61734,16.0572,Savanna,0,NA
1974,2.052,16.376,Non-peat forming forest,0,NA
1975,2.014,16.395,Non-peat forming forest,0,NA
1976,1.78328,15.88168,Non-peat forming forest,0,NA
1977,0.54986,16.63611,Savanna,0,NA
1978,1.405,16.31833,Savanna,0,NA
1979,1.93333,15.63333,Non-peat forming forest,0,NA
1980,-1.04551,16.93295,Savanna,0,NA
1981,-0.89224,17.12861,Savanna,0,NA
1982,2.54,16.5,Non-peat forming forest,0,NA
1983,2.22,16.21,Non-peat forming forest,0,NA
1984,2.19,16.4,Non-peat forming forest,0,NA
1985,-0.3517,17.36657,Savanna,0,NA
